31.5,,,,,,,,,,,,,,,,,,,,,,
,Core,Date Added,Stock,Setup,"Core 
Execution","Stock 
Execution",VAR,Entry Stop,Entry Limit,Sizing,Cut,-0.5R Cut Loss,Shares,Order Filled,Cancel Order,Picker,Return,7 day % change,Date,1R,2R,
,TRUE,11/28/2025,GEV,Reset,HOLD,Position,"10,000.00",596.98,599.96,508.61,554.29,554.29,120,TRUE,FALSE,Miggoy,1.00,5.26%,,691.32,782.67,
,TRUE,11/28/2025,COPX,Coil,HOLD,Position,"10,000.00",,,,,,,FALSE,TRUE,Neil,,5.77%,,0.00,0.00,
,FALSE,11/28/2025,BABA,Falling Coil,HOLD,Swing,"10,000.00",,,,,,,FALSE,TRUE,Miggoy,,0.65%,,0.00,0.00,
,FALSE,11/28/2025,TSM,Falling Coil,HOLD,Swing,"10,000.00",292.85,294.31,265.43,279.87,279.87,370,TRUE,FALSE,Miggoy,0.00,1.10%,,323.20,352.08,
,FALSE,12/01/2025,NEE,Coil,HOLD,Swing,"10,000.00",86.7,87.13,81.64,84.39,84.39,"1,980",FALSE,TRUE,Neil,,-4.84%,,92.63,98.12,
,FALSE,12/02/2025,BABA,Coil,HOLD,Swing,"10,000.00",166.38,167.21,148.64,157.93,157.93,570,FALSE,TRUE,Neil,,-3.21%,,185.78,204.36,
,FALSE,12/04/2025,NEE,Coil,HOLD,Swing,"10,000.00",86.7,87.13,81.64,84.39,84.39,"1,980",FALSE,TRUE,Neil,,-2.61%,,92.63,98.12,
,FALSE,12/04/2025,CCJ,Range,HOLD,Swing,"5,000.00",90.4,90.85,80.53,85.69,85.69,510,TRUE,FALSE,Miggoy,-0.25,1.75%,,101.17,111.50,
,FALSE,12/04/2025,AROC,Reset,HOLD,Swing,"10,000.00",24.8,24.92,22.88,23.90,23.90,"5,210",TRUE,FALSE,Neil,-0.50,4.49%,,26.97,29.01,
,FALSE,12/09/2025,JOBY,Reset,HOLD,,"10,000.00",15.87,15.95,12.99,14.47,14.47,"3,480",TRUE,FALSE,Neil,-0.50,-8.87%,,18.91,21.87,
,FALSE,12/10/2025,ALAB,Falling Coil,HOLD,,"10,000.00",176.65,177.53,140.5,159.02,159.02,280,FALSE,TRUE,Miggoy,,-14.65%,,214.57,251.60,
,FALSE,12/10/2025,NVDA,Falling Coil,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Paul,,-6.99%,,0.00,0.00,
,FALSE,12/11/2025,NVDA,Coil,HOLD,Swing,"10,000.00",188.01,188.95,169.55,179.25,179.25,550,FALSE,TRUE,Miggoy,,-3.75%,,208.35,227.75,
,FALSE,12/11/2025,HOOD,reset,HOLD,Swing,"10,000.00",139.76,140.46,118.86,129.66,129.66,480,FALSE,TRUE,Paul,,-5.04%,,162.06,183.66,
,FALSE,12/15/2025,BTU,Reset,HOLD,Swing,"10,000.00",30.63,30.78,25.46,28.49,28.12,"1,940",TRUE,FALSE,Neil,,9.06%,,36.11,41.43,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
