,,,,,,,,,,,,,,,,,,,
,Core,Date Added,Stock,Setup,"Core 
Execution","Stock 
Execution",VAR,Entry Stop,Entry Limit,Sizing,Cut,-0.5R Cut Loss,Shares,Order Filled,Cancel Order,Picker,Return,7 day % change,
,TRUE,08/20/2024,FSLR,reversal,ODL,,"7,500.00",233.00,234.17,199.36,216.76,216.76,230,FALSE,TRUE,Neil,,6.91%,
,FALSE,08/22/2024,META,Reset,ODL,options,"3,750.00",,,,,,,TRUE,FALSE,Neil,-0.50,-2.58%,
,FALSE,08/22/2024,FLUT,PB,ODL,,"3,750.00",212.38,213.44,200.00,206.71,206.72,310,FALSE,TRUE,Neil,,0.43%,
,TRUE,08/26/2024,FSLR,Reversal,ODL,,"7,500.00",232.88,234.04,200.29,217.17,217.17,240,FALSE,TRUE,Neil,,-8.77%,
,FALSE,08/27/2024,AMH,Reset,ODL,Safety Stop,"7,500.00",38.92,39.11,37.27,38.19,38.19,"4,550",TRUE,FALSE,Miggoy,0.50,1.96%,
,FALSE,08/28/2024,GEV,PB,ODL,safety stop,"3,750.00",190.81,191.76,173.06,179.90,182.41,220,TRUE,FALSE,Neil,-0.50,8.49%,
,FALSE,08/28/2024,PAYX,PB,ODL,safety stop,"3,750.00",131.50,132.16,127.80,129.13,129.98,"1,020",TRUE,FALSE,Neil,-0.50,1.58%,
,FALSE,08/29/2024,FLUT,reset,ODL,,"7,500.00",215.20,216.28,199.14,205.24,207.71,470,TRUE,FALSE,Neil,-0.25,2.18%,
,TRUE,08/29/2024,DUK,bluesky,ODL,,"7,500.00",114.56,115.13,108.82,111.85,111.98,"1,310",TRUE,FALSE,Neil,0.50,3.42%,
,FALSE,09/03/2024,GD,Reset,ODL,,"7,500.00",302.76,304.27,285.00,295.17,294.64,430,FALSE,TRUE,Neil,,2.54%,
,TRUE,09/05/2024,RKLB,PB,ODL,,"3,750.00",6.51,6.54,5.59,5.96,6.07,"4,080",FALSE,TRUE,Neil,,12.83%,
,FALSE,09/05/2024,ROST,PB,ODL,,"3,750.00",153.21,153.98,148.00,148.97,150.99,720,TRUE,FALSE,Neil,-1.00,-0.30%,
,FALSE,09/06/2024,FLUT,Reset/reversal,ODL,,"7,500.00",215.83,216.91,201.13,207.49,209.02,520,TRUE,FALSE,Paul,1.50,3.65%,
,FALSE,09/06/2024,NVDA,range,ODL,,"7,500.00",110.01,110.56,97.52,104.11,104.04,610,FALSE,TRUE,Paul,,15.82%,
,FALSE,09/06/2024,YUMC,Reversal,ODL,Safety Stop,"7,500.00",34.65,34.82,31.99,33.31,33.41,"2,820",TRUE,FALSE,Miggoy,-0.25,3.32%,
,FALSE,09/09/2024,TGTX,Range,ODL,,"3,750.00",22.42,22.53,20.39,21.46,21.46,"1,850",FALSE,TRUE,Miggoy,,4.80%,
,TRUE,09/09/2024,ONON,Neil PB,ODL,,"3,750.00",45.55,45.78,42.00,43.89,43.89,"1,060",FALSE,TRUE,Miggoy,,12.44%,
,FALSE,09/10/2024,NVDA,Range,ODL,,"7,500.00",109.23,109.78,97.50,103.63,103.64,640,TRUE,FALSE,Paul,0.50,6.93%,
,FALSE,09/10/2024,GD,Reset,ODL,,"7,500.00",303.11,304.63,279.06,291.83,291.84,320,TRUE,FALSE,Neil,-0.25,0.48%,
,FALSE,09/10/2024,AGI,Range,ODL,AGI US not NSE,"3,750.00",18.45,18.54,17.43,17.98,17.99,"3,680",FALSE,TRUE,Miggoy,,9.30%,
,TRUE,09/11/2024,ONON,Neil PB,ODL,,"3,750.00",45.55,45.78,41.97,43.86,43.87,"1,050",TRUE,FALSE,Paul,2.00,9.74%,
,FALSE,09/11/2024,CART,Reset,ODL,safety stop,"7,500.00",37.31,37.50,29.83,33.66,33.66,"1,010",TRUE,FALSE,Neil,0.50,12.88%,
,TRUE,09/11/2024,CPNG,Reset,ODL,safety stop,"10,000.00",24.01,24.13,20.14,22.14,22.14,"2,590",TRUE,FALSE,Neil,0.00,3.25%,
,FALSE,09/12/2024,DOCS,Bluesky,TODL,,"3,750.00",37.56,37.75,34.33,36.11,36.04,"1,170",TRUE,FALSE,Neil,1.50,6.31%,
,FALSE,09/12/2024,UPST,Range,ODL,,"3,750.00",36.10,36.28,30.60,33.40,33.44,690,TRUE,FALSE,Neil,-0.50,10.83%,
,FALSE,09/12/2024,BOX,Momentum,TODL,Neil PB big picture,"3,750.00",33.46,33.63,31.84,32.20,32.73,"2,320",TRUE,FALSE,Neil,-0.25,-0.15%,
,FALSE,09/12/2024,ACVA,Reset,ODL,,"7,500.00",19.87,19.97,16.44,18.19,18.20,"2,190",TRUE,FALSE,Neil,0.00,3.66%,
,FALSE,09/13/2024,FSLR,reversal,ODL,,"7,500.00",244.22,245.44,202.95,224.20,224.20,190,FALSE,TRUE,Neil,,4.99%,
,FALSE,09/13/2024,SPG,Neil PB,ODL,,"3,750.00",164.61,165.43,157.00,161.22,161.22,500,TRUE,FALSE,Miggoy,0.00,1.54%,
,FALSE,09/17/2024,META,Reset,ODL,Safety Stop,"10,000.00",542.82,545.53,446.32,509.95,495.93,110,TRUE,FALSE,Neil,0.50,5.04%,
,TRUE,09/18/2024,FSLR,reversal,ODL,safety stop,"5,000.00",244.22,245.44,203.87,224.19,224.66,130,TRUE,FALSE,Paul,0.00,-0.04%,
,FALSE,09/20/2024,XBI,Reset,ODL,Safety Stop,"10,000.00",103.53,104.05,95.42,99.80,99.73,"1,240",FALSE,TRUE,Miggoy,,-3.13%,
,FALSE,09/20/2024,KRE,Reset,ODL,Safety Stop,"10,000.00",59.61,59.91,52.91,56.09,56.41,"1,500",FALSE,TRUE,Miggoy,,-3.07%,
,TRUE,09/23/2024,FTNT,Coil,ODL,,"10,000.00",78.09,78.48,71.28,74.80,74.88,"1,470",TRUE,FALSE,Neil,-0.25,0.14%,
,FALSE,09/23/2024,CORZ,Neil PB,ODL,,"5,000.00",12.64,12.70,9.13,10.92,10.92,"1,430",TRUE,FALSE,Neil,0.00,-5.04%,
,TRUE,09/24/2024,PTON,Reversal,ODL,(adjusted size to half),"5,000.00",5.27,5.30,4.18,4.74,4.74,"4,590",FALSE,TRUE,Paul,,-16.05%,
,TRUE,09/25/2024,ACGL,Bluesky,ODL,Safety Stop,"5,000.00",114.70,115.27,110.65,112.47,112.96,"1,240",FALSE,TRUE,Miggoy,,0.59%,
,FALSE,09/25/2024,CART,Pullback,ODL,,"5,000.00",40.86,41.06,37.80,39.37,39.43,"1,640",FALSE,TRUE,Miggoy,,-2.59%,
,FALSE,09/25/2024,TOST,Reset,ODL,Safety stop,"10,000.00",28.20,28.34,23.21,26.04,25.78,"2,010",TRUE,FALSE,Neil,-0.50,1.26%,
,FALSE,09/25/2024,AAPL,Reset,ODL,Safety Stop,"10,000.00",233.10,234.27,213.91,224.02,224.09,530,FALSE,TRUE,Miggoy,,0.18%,
,TRUE,09/27/2024,KEX,Reset,ODL,,"5,000.00",127.35,127.99,115.28,121.63,121.63,420,FALSE,TRUE,Neil,,-1.68%,
,FALSE,09/27/2024,NNE,Reset,ODL,,"10,000.00",16.33,16.41,8.70,12.99,12.56,"1,320",TRUE,FALSE,Anj,-0.25,29.35%,
,FALSE,09/30/2024,DECK,Reset,ODL,,"10,000.00",162.05,162.86,146.20,154.39,154.53,640,TRUE,FALSE,Neil,-0.25,-0.39%,
,FALSE,10/01/2024,FLUT,Pullback,ODL,,"5,000.00",238.01,239.20,226.99,233.10,233.10,460,FALSE,TRUE,Miggoy,,0.11%,
,TRUE,10/02/2024,ACGL,Flat Coil,ODL,Re-initiate,"10,000.00",114.70,115.27,107.83,111.38,111.55,"1,460",TRUE,FALSE,Miggoy,-0.50,-0.57%,
,FALSE,10/02/2024,KGS,Neil PB,ODL,,"5,000.00",29.39,29.54,27.69,28.61,28.61,"2,950",FALSE,TRUE,Neil,,6.82%,
,FALSE,10/02/2024,XYL,Reset,ODL,,"10,000.00",136.59,137.27,128.30,132.79,132.79,"1,210",FALSE,TRUE,Neil,,1.42%,
,TRUE,10/03/2024,RCL,Neil PB,ODL,,"5,000.00",178.21,179.10,165.15,172.13,172.13,390,TRUE,FALSE,Paul,2.00,11.80%,
,FALSE,10/03/2024,CORZ,Neil PB,ODL,,"5,000.00",12.14,12.20,10.58,11.42,11.39,"3,210",TRUE,FALSE,Neil,-0.25,-0.42%,
,FALSE,10/03/2024,TXRH,Neil PB,ODL,,"5,000.00",180.70,181.60,165.75,173.68,173.68,340,FALSE,TRUE,Neil,,-0.86%,
,FALSE,10/03/2024,ARQT,Reset,ODL,Safety Stop,"10,000.00",11.34,11.40,8.99,10.19,10.19,"4,260",FALSE,TRUE,Miggoy,,-3.93%,
,FALSE,10/04/2024,NVDA,Reset,ODL,,"10,000.00",127.70,128.34,112.02,120.33,120.18,640,TRUE,FALSE,Paul,0.50,7.91%,
,FALSE,10/07/2024,FLUT,Pullback,ODL,,"5,000.00",238.15,239.34,226.40,232.87,232.87,430,TRUE,FALSE,Miggoy,-0.50,-2.31%,
,FALSE,10/07/2024,CART,Bluesky,ODL,,"10,000.00",41.33,41.54,37.32,39.69,39.43,"2,500",TRUE,FALSE,Neil,0.50,2.12%,
,TRUE,10/07/2024,SHAK,Reset,ODL,VCP,"5,000.00",111.30,111.86,100.98,106.45,106.42,490,TRUE,FALSE,Miggoy,-0.50,-0.54%,
,TRUE,10/07/2024,PRIM,Neil PB,ODL,Safety Stop,"5,000.00",60.27,60.57,56.12,58.33,58.35,"1,210",TRUE,FALSE,Miggoy,-0.25,1.20%,
,FALSE,10/08/2024,ERJ,Range,ODL,,"5,000.00",34.26,34.43,31.76,33.08,33.10,"2,000",TRUE,FALSE,Paul,-0.25, ,
,FALSE,10/09/2024,DECK,Neil PB,ODL,,"5,000.00",Risk protocol,,,,,,FALSE,TRUE,Neil,,0.45%,
,FALSE,10/09/2024,EVGO,MOMO,TODL,Break High,"5,000.00",Risk protocol,,,,,,FALSE,TRUE,Jeremy,,19.69%,
,FALSE,10/09/2024,MSFT ,RANGE,ODL,2day high,"5,000.00",Risk protocol,,,,,,FALSE,TRUE,Jeremy,,-0.32%,
,FALSE,10/10/2024,MSFT,RANGE,ODL,2day high,"5,000.00",420.39,422.49,400.79,411.64,411.64,260,TRUE,FALSE,Jeremy,-0.25,0.21%,
,FALSE,10/10/2024,EVGO,MOMO,TODL,Break High,"5,000.00",7.30,7.34,6.11,6.67,6.72,"4,210",FALSE,TRUE,Jeremy,,24.66%,
,FALSE,10/10/2024,XYL,Reset,ODL,reinitiate,"10,000.00",136.60,137.28,128.48,133.09,132.88,"1,240",TRUE,FALSE,Neil,-0.25,0.74%,
,FALSE,10/10/2024,NIO,Range,ODL,Sell all at resistance,"5,000.00",6.46,6.49,5.67,6.06,6.08,"6,330",FALSE,TRUE,Miggoy,,-17.20%,
,FALSE,10/10/2024,NU,Range,ODL,,"5,000.00",13.62,13.69,12.80,13.15,13.24,"6,100",TRUE,FALSE,Anj,1.00,5.44%,
,FALSE,10/10/2024,GE,bluesky,ODL,,"10,000.00",190.89,191.84,176.67,186.49,184.26,710,TRUE,FALSE,Neil,0.50,2.39%,
,FALSE,10/11/2024,AGI,Range,ODL,,"5,000.00",19.75,19.85,18.57,19.21,19.21,"4,240",TRUE,FALSE,Miggoy,1.00,7.09%,
,FALSE,10/14/2024,ODD,reset,ODL,,"5,000.00",42.01,42.22,35.00,38.62,38.61,720,TRUE,FALSE,Neil,-0.50,-0.40%,
,FALSE,10/14/2024,GRND,Neil PB,ODL,,"5,000.00",12.81,12.87,11.50,12.20,12.19,"3,820",TRUE,FALSE,Neil,-0.25,-2.75%,
,FALSE,10/14/2024,ROKU,reversal ,ODL,,"10,000.00",79.66,80.06,70.12,75.10,75.09,"1,050",FALSE,TRUE,Paul,,0.84%,
,FALSE,10/14/2024,MRVL,Reset,ODL,,"10,000.00",76.01,76.39,65.48,70.95,70.94,950,TRUE,FALSE,Neil,0.50,5.34%,
,FALSE,10/14/2024,DECK,Reset,ODL,,"10,000.00",164.01,164.83,150.00,157.43,157.42,720,FALSE,TRUE,Neil,,-0.45%,
,FALSE,10/15/2024,LUNR,Range,ODL,,"5,000.00",8.01,8.05,6.70,7.39,7.38,"3,820",TRUE,FALSE,Neil,-0.25,6.19%,
,FALSE,10/15/2024,SG,Reset,ODL,Safety Stop,"10,000.00",39.76,39.96,33.60,36.79,36.78,"1,630",FALSE,TRUE,Miggoy,,-3.30%,
,FALSE,10/15/2024,RKLB,Bluesky,ODL,Safety Stop,"5,000.00",10.30,10.35,8.80,9.59,9.58,"3,340",TRUE,FALSE,Anj,1.00,12.27%,
,FALSE,10/16/2024,SHAK,Reset,ODL,VCP,"5,000.00",Risk protocol,,,,,,FALSE,TRUE,Miggoy,,-0.81%,
,FALSE,10/16/2024,PCT,Bluesky,ODL,,"10,000.00",10.01,10.06,7.95,9.02,9.01,"4,860",TRUE,FALSE,Neil,1.00,7.29%,
,FALSE,10/16/2024,ROKU,reversal,ODL,,"10,000.00",79.65,80.05,71.74,75.90,75.89,"1,270",TRUE,FALSE,Paul,-0.25,-5.23%,
,FALSE,10/16/2024,ONON,Range,TODL,,"5,000.00",50.08,50.33,48.15,49.25,49.24,"2,600",FALSE,TRUE,Paul,,-3.56%,
,FALSE,10/16/2024,IBIT,Reset,ODL,,"10,000.00",38.74,38.93,33.47,36.21,36.20,"1,900",TRUE,FALSE,Miggoy,-0.25,-2.00%,
,FALSE,10/17/2024,PTON,Reversal,TODL,Short Squeeze,"5,000.00",5.40,5.43,4.82,5.13,5.12,"8,630",TRUE,FALSE,Miggoy,1.00,16.51%,
,FALSE,10/18/2024,GTLB,Reversal,ODL,safety stop,"10,000.00",55.56,55.84,51.00,53.43,53.42,"2,200",TRUE,FALSE,Jeremy,-0.25,-0.40%,
,FALSE,10/18/2024,GAP,Reset,ODL,break pattern,"10,000.00",22.52,22.63,20.56,21.61,21.60,"5,110",TRUE,FALSE,Jeremy,-0.25,-3.96%,
,FALSE,10/21/2024,SOUN,Reset,ODL,,"5,000.00",5.64,5.67,4.80,5.23,5.23,"5,960",TRUE,FALSE,Neil,-0.50,13.54%,
,FALSE,10/21/2024,NET,Neil PB,ODL,,"5,000.00",92.17,92.63,86.73,89.68,89.68,920,TRUE,FALSE,Neil,-0.25,-3.09%,
,FALSE,10/21/2024,U,Reversal,ODL,,"10,000.00",22.85,22.96,19.99,21.48,21.48,"3,500",FALSE,TRUE,Anj,,-6.17%,
,FALSE,10/24/2024,ALAB,Reversal,ODL,,"10,000.00",70.75,71.10,59.45,65.28,65.28,890,FALSE,TRUE,Miggoy,,-0.20%,
,FALSE,10/25/2024,SMR,Pullback,ODL,day high,"5,000.00",19.05,19.15,16.00,17.17,17.57,"1,640",TRUE,FALSE,Jeremy,0.50,3.26%,
,FALSE,10/25/2024,HBM,Reset,ODL,,"10,000.00",9.69,9.74,8.80,9.12,9.27,"11,240",TRUE,FALSE,Neil,-0.50,-5.82%,
,FALSE,10/25/2024,ZK,Range,ODL,,"5,000.00",23.83,23.95,20.70,22.32,22.32,"1,600",TRUE,FALSE,Anj,1.00, ,
,FALSE,10/28/2024,PACS,Reset,ODL,VCP,"5,000.00",42.73,42.94,40.42,40.63,41.68,"2,170",TRUE,FALSE,Miggoy,-0.50,-25.69%,
,FALSE,10/28/2024,OKLO,Pullback,TODL,day high,"5,000.00",20.16,20.26,17.09,18.69,18.68,"1,630",TRUE,FALSE,Jeremy,1.00,-14.08%,
,TRUE,10/28/2024,DUOL,Coil,ODL,,"5,000.00",297.54,299.03,273.00,286.02,286.01,210,TRUE,FALSE,Miggoy,-0.25,0.14%,
,FALSE,10/29/2024,LUNR,Coil,ODL,,"10,000.00",8.77,8.81,6.96,7.90,7.89,"5,530",FALSE,TRUE,Neil,,-6.97%,
,FALSE,10/30/2024,AFRM,Range,ODL,,"5,000.00",43.55,43.77,40.35,41.09,42.06,"1,570",TRUE,FALSE,Neil,0.00,10.52%,
,FALSE,10/30/2024,PCT,Pullback,TODL,,"5,000.00",14.31,14.38,13.29,13.29,13.84,"4,910",FALSE,TRUE,Jeremy,,-0.89%,
,FALSE,11/04/2024,GTLB,Reversal,ODL,VCP,"10,000.00",57.91,58.20,52.44,54.81,55.32,"1,830",FALSE,TRUE,Miggoy,,7.43%,
,FALSE,11/05/2024,AAPL,Range,ODL,,"5,000.00",222.80,223.91,217.54,219.70,220.73,960,TRUE,FALSE,Anj,0.50,0.35%,
,FALSE,11/07/2024,TSM,Range,ODL,,"5,000.00",196.00,196.98,185.10,191.04,191.04,460,FALSE,TRUE,Anj,,-6.31%,
,TRUE,11/07/2024,PTON,Pullback,ODL,,"5,000.00",8.04,8.08,7.16,7.62,7.62,"5,690",TRUE,FALSE,Miggoy,0.50,-0.25%,
,FALSE,11/07/2024,KWEB,Options,LABAN,,,,,,,,,TRUE,FALSE,Anj,-0.25,-12.45%,
,FALSE,11/08/2024,ANF,Range,ODL,,"5,000.00",143.61,144.33,130.00,137.16,137.16,370,TRUE,FALSE,Miggoy,-0.25,0.47%,
,FALSE,11/08/2024,WOOF,Coil,ODL,Short squeez template,"10,000.00",4.74,4.76,3.95,4.36,4.36,"12,660",FALSE,TRUE,Neil,,-6.74%,
,FALSE,11/11/2024,VIK,Boomer,TODL,Boomer,"5,000.00",43.81,44.03,42.50,,43.26,"3,820",FALSE,TRUE,Miggoy,,2.14%,
,TRUE,11/11/2024,DUK,Range,ODL,Range,"5,000.00",114.06,114.63,110.30,111.80,112.47,"1,330",TRUE,FALSE,Paul,-0.25,0.96%,
,FALSE,11/11/2024,ALAB,Momentum,TODL,,"5,000.00",99.85,100.35,93.30,96.99,96.82,770,FALSE,TRUE,Neil,,-2.03%,
,FALSE,11/11/2024,MCD,Range,ODL,50D Range,"5,000.00",302.71,304.22,291.79,298.01,298.01,460,TRUE,FALSE,Miggoy,-0.25,-3.46%,
,TRUE,11/12/2024,TTWO,Momentum,TODL,Boomer,"5,000.00",180.54,181.44,173.19,177.31,177.32,690,TRUE,FALSE,Miggoy,-0.25,3.02%,
,FALSE,11/12/2024,ET,Pullback,ODL,,"5,000.00",17.41,17.50,16.85,17.12,17.17,"8,930",FALSE,TRUE,Paul,,5.34%,
,FALSE,11/13/2024,MO,bluesky,ODL,,"10,000.00",55.06,55.34,53.42,54.37,54.38,"6,100",TRUE,FALSE,Paul,0.50,1.32%,
,FALSE,11/14/2024,PLL,Reversal,HOLD,,"5,000.00",14.78,14.85,11.12,12.98,12.99,"1,370",FALSE,TRUE,Neil,, ,
,FALSE,11/15/2024,MNMD,Pullback,HOLD,,"5,000.00",8.76,8.80,7.74,8.26,8.27,"4,910",FALSE,TRUE,Neil,, ,
,FALSE,11/15/2024,FREY,Momentum,ADJUST,break high,"5,000.00",2.45,2.46,1.89,2.17,2.18,"8,930",FALSE,TRUE,Miggoy,,0.00%,
,FALSE,11/15/2024,DXYZ,Range,HOLD,,"5,000.00",31.99,32.15,22.99,27.56,27.57,560,TRUE,FALSE,Miggoy,1.00,30.38%,
,FALSE,11/18/2024,TSLA,Pullback,ADJUST,,"5,000.00",324.69,326.31,306.25,309.21,316.28,280,FALSE,TRUE,Neil,,-0.04%,
,FALSE,11/18/2024,PODD,Pullback,ADJUST,,"5,000.00",264.72,266.04,253.83,257.42,259.94,460,TRUE,FALSE,Miggoy,-0.25,2.26%,
,FALSE,11/18/2024,UPST,Range,ADJUST,,"5,000.00",69.66,70.01,64.59,64.59,67.30,990,TRUE,FALSE,Neil,0.50,16.48%,
,FALSE,11/19/2024,NRG,Range,HOLD,,"5,000.00",94.51,94.98,88.62,91.17,91.80,850,TRUE,FALSE,Paul,-0.25,6.64%,
,TRUE,11/19/2024,ALAB,Pullback,ADJUST,,"5,000.00",91.23,91.69,84.99,86.67,88.34,810,TRUE,FALSE,Paul,1.00,10.82%,
,FALSE,11/19/2024,SO,Range,HOLD,,"5,000.00",88.24,88.68,86.36,87.52,87.52,"2,660",TRUE,FALSE,Paul,-0.50,1.18%,
,FALSE,11/20/2024,GENI,Pullback,ADJUST,,"5,000.00",9.25,9.30,8.65,8.65,8.97,"8,340",FALSE,TRUE,Neil,,7.48%,
,FALSE,11/20/2024,BILL,Pullback,ADJUST,,"5,000.00",86.42,86.85,80.59,83.09,83.72,860,TRUE,FALSE,Neil,1.00,2.17%,
,FALSE,11/20/2024,CRM,Pullback,ADJUST,,"5,000.00",324.71,326.33,313.78,315.99,320.06,460,FALSE,TRUE,Neil,,1.32%,
,FALSE,11/20/2024,SOUN,Pullback,ADJUST,,"5,000.00",6.73,6.76,5.86,6.03,6.31,"5,750",TRUE,FALSE,Neil,-0.25,22.36%,
,FALSE,11/20/2024,META,Range,HOLD,,"5,000.00",564.34,567.16,543.01,550.59,555.09,240,TRUE,FALSE,Jeremy,-0.50,0.65%,
,FALSE,11/21/2024,SHAK,Range,HOLD,,"5,000.00",120.73,121.33,114.42,117.49,117.88,800,TRUE,FALSE,Jeremy,1.00,9.21%,
,FALSE,11/21/2024,GTLB,Reversal,HOLD,,"10,000.00",62.60,62.91,55.65,58.64,59.28,"1,440",FALSE,TRUE,Neil,,-1.62%,
,TRUE,11/21/2024,ANET,Range,HOLD,,"5,000.00",385.48,387.41,366.83,374.99,377.12,270,FALSE,TRUE,Jeremy,,0.22%,
,TRUE,11/22/2024,CVNA,Bluesky,HOLD,,"10,000.00",254.85,256.12,233.23,244.68,244.68,470,TRUE,FALSE,Paul,-0.25,0.41%,
,TRUE,11/22/2024,SPOT,Pullback,ADJUST,,"5,000.00",473.63,476.00,449.56,462.78,462.78,210,FALSE,TRUE,Miggoy,,0.40%,
,TRUE,11/22/2024,RL,Range,ADJUST,,"5,000.00",207.46,208.50,198.87,203.67,203.68,590,FALSE,TRUE,Paul,,9.07%,
,FALSE,11/22/2024,FLUT,Momentum,ADJUST,,"5,000.00",270.96,272.31,259.15,265.72,265.73,430,FALSE,TRUE,Miggoy,,0.29%,
,TRUE,11/22/2024,UPWK,Pullback,ADJUST,,"5,000.00",15.46,15.54,14.39,14.76,14.96,"4,680",FALSE,TRUE,Miggoy,,5.93%,
,FALSE,11/25/2024,PCT,Falling Coil,HOLD,,"10,000.00",12.01,12.07,10.80,11.44,11.44,"8,270",FALSE,TRUE,Miggoy,,9.29%,
,FALSE,11/25/2024,LYFT,Range,HOLD,,"5,000.00",17.01,17.10,16.16,16.50,16.63,"5,890",TRUE,FALSE,Ange,1.00,-4.02%,
,FALSE,11/25/2024,MNMD,Range,HOLD,,"5,000.00",7.70,7.74,6.69,7.04,7.21,"4,960",FALSE,TRUE,Miggoy,, ,
,FALSE,11/25/2024,TEM,Range,HOLD,,"5,000.00",60.41,60.71,48.26,52.20,54.49,420,FALSE,TRUE,Neil,,-1.49%,
,FALSE,11/27/2024,LUMN,Range,HOLD,,"5,000.00",8.11,8.15,7.14,7.51,7.65,"5,160",FALSE,TRUE,Neil,,-10.72%,
,TRUE,11/27/2024,EPRT,Reset,HOLD,,"5,000.00",34.21,34.38,32.47,33.21,33.43,"2,880",TRUE,FALSE,Paul,-0.25,-2.97%,
,FALSE,11/29/2024,GAP,Pullback,ADJUST,,"5,000.00",24.45,24.57,23.15,23.73,23.86,"3,850",TRUE,FALSE,Jeremy,-0.25,7.22%,
,FALSE,11/29/2024,AI,Pullback,ADJUST,,"5,000.00",36.81,36.99,33.72,35.39,35.36,"1,620",FALSE,TRUE,Neil,,8.98%,
,FALSE,12/02/2024,NVDA,Range,HOLD,,"5,000.00",139.36,140.06,131.80,135.93,135.93,670,TRUE,FALSE,Jeremy,0.50,0.13%,
,FALSE,12/02/2024,META,Falling coil,HOLD,,"10,000.00",580.00,582.90,549.05,565.98,565.98,330,TRUE,FALSE,Neil,1.00,3.50%,
,FALSE,12/02/2024,XPEV,Range,HOLD,,"5,000.00",12.33,12.39,11.23,11.81,11.81,"4,550",FALSE,TRUE,Jeremy,1.00,11.35%,
,FALSE,12/02/2024,QUBT,Pullback,ADJUST,,"5,000.00",7.23,7.27,5.89,6.58,6.58,"3,740",FALSE,TRUE,Neil,,22.26%,
,TRUE,12/03/2024,POWL,Range,ADJUST,,"5,000.00",278.95,280.34,252.20,264.47,266.27,190,TRUE,FALSE,Paul,-0.25,-7.11%,
,FALSE,12/03/2024,GRAB,Range,HOLD,,"5,000.00",5.20,5.23,4.89,4.99,5.06,"16,130",TRUE,FALSE,Jeremy,-0.25,2.65%,
,FALSE,12/03/2024,DDOG,Momentum,ADJUST,,"5,000.00",153.49,154.26,148.50,151.38,151.38,"1,010",TRUE,FALSE,Neil,1.00,3.99%,
,FALSE,12/04/2024,MSTR,Range,HOLD,,"5,000.00",393.13,395.10,338.67,366.88,366.88,100,TRUE,FALSE,Miggoy,0.50,1.33%,
,TRUE,12/04/2024,ANF,Reset,HOLD,,"10,000.00",163.97,164.79,142.76,152.85,153.77,480,FALSE,TRUE,Neil,,-15.05%,
,FALSE,12/04/2024,BJ,Pullback,ADJUST,,"5,000.00",97.30,97.79,94.41,96.10,96.10,"1,740",FALSE,TRUE,Neil,,2.66%,
,FALSE,12/04/2024,TSLA,bluesky,HOLD,,"10,000.00",362.00,363.81,326.59,345.20,345.20,290,TRUE,FALSE,Miggoy,,18.67%,
,FALSE,12/04/2024,CRWD,Pullback,ADJUST,,"5,000.00",354.34,356.11,336.56,343.39,346.34,290,TRUE,FALSE,Ange,1.00,-0.33%,
,FALSE,12/05/2024,TRUP,Coil,HOLD,,"5,000.00",56.89,57.17,48.42,52.80,52.80,600,FALSE,TRUE,Neil,,3.53%,
,FALSE,12/06/2024,RKLB,Pullback,ADJUST,day High,"5,000.00",24.53,24.65,22.33,23.49,23.49,"2,280",FALSE,TRUE,Jeremy,,-1.05%,
,FALSE,12/06/2024,DUK,Range,HOLD,day High,"5,000.00",114.41,114.98,111.66,113.32,113.32,"1,820",FALSE,TRUE,Jeremy,,-2.93%,
,FALSE,12/06/2024,TCOM,Reset,HOLD,shares,"10,000.00",68.61,68.95,62.81,65.88,65.88,"1,730",FALSE,TRUE,Jeremy,,5.04%,
,FALSE,12/12/2024,GEV,Coil,HOLD,,"10,000.00",354.70,356.47,322.33,339.40,339.40,310,FALSE,TRUE,Neil,,0.88%,
,FALSE,12/13/2024,MSTR,Coil,HOLD,,"10,000.00",415.81,417.89,356.04,386.96,386.96,170,FALSE,TRUE,Miggoy,,-10.88%,
,FALSE,12/13/2024,NVDA,Range,HOLD,,"5,000.00",140.01,140.71,133.78,137.17,137.25,810,FALSE,TRUE,Paul,,0.34%,
,FALSE,12/13/2024,RIVN,Momentum,ADJUST,,"5,000.00",14.32,14.39,12.97,13.47,13.68,"3,710",TRUE,FALSE,Ange,0.50,-3.76%,
,TRUE,12/13/2024,DDOG,Range,HOLD,,"5,000.00",157.63,158.42,150.97,154.05,154.69,760,TRUE,FALSE,Neil,-0.25,-2.33%,
,TRUE,12/13/2024,PODD,bluesky,HOLD,,"5,000.00",279.40,280.80,265.32,273.06,273.06,360,FALSE,TRUE,Paul,,-1.03%,
,FALSE,12/16/2024,ASAN,momentum,ADJUST,,"5,000.00",24.41,24.53,22.00,23.41,23.27,"2,080",FALSE,TRUE,Ange,,-21.98%,
,FALSE,12/16/2024,ANF,RANGE,HOLD,,"5,000.00",143.83,144.55,133.81,137.80,139.18,500,TRUE,FALSE,Jeremy,,4.16%,
,FALSE,12/16/2024,OLLI,momentum,ADJUST,,"5,000.00",113.63,114.20,108.00,110.97,111.10,890,TRUE,FALSE,Neil,,2.79%,
,FALSE,12/17/2024,IWM,Range,ADJUST,,"5,000.00",235.64,236.82,228.00,232.34,232.41,660,FALSE,TRUE,Paul,,-3.32%,
,FALSE,12/17/2024,GENI,Range,HOLD,,"5,000.00",9.40,9.45,8.62,9.04,9.03,"6,420",FALSE,FALSE,Neil,,-5.93%,
